farm_id,AddressKey,B_STRAATNAAM,B_HUIS_NR,B_HUIS_NR_TOEV,B_POSTCODE,B_PLAATS,doc_id_latest,Titel_latest,Datum_latest,Provincie_latest,Check_LBV?,Check_address?,Stage_manual,STAGE_LLM,URL_BEKENDMAKING,URL_PDF
FARM0020,steegse peelweg|51||5809 ed|leunen,Steegse Peelweg,51,,5809 ED,Leunen,0ef2585beec85a02,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Steegse Peelweg 51, 5809 ED Leunen",2025-05-19,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-8018.html,https://zoek.officielebekendmakingen.nl/prb-2025-8018.pdf
FARM0021,nieuwenhofweg|4||5962 ns|melderslo,Nieuwenhofweg,4,,5962 NS,Melderslo,0f7a8949b29d8654,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Nieuwenhofweg 4, 5962 NS Melderslo",2025-05-07,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-7305.html,https://zoek.officielebekendmakingen.nl/prb-2025-7305.pdf
FARM0024,timmermannsweg|54||5813 ap|ysselsteyn,Timmermannsweg,54,,5813 AP,Ysselsteyn,1138d6354698a66d,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken natuurvergunning (LBV/LBV+), Timmermannsweg 54, 5813 AP Ysselsteyn",2024-10-08,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-15252.html,https://zoek.officielebekendmakingen.nl/prb-2024-15252.pdf
FARM0027,eursinge|4|a|7935 ab|eursinge,Eursinge,4,a,7935 AB,Eursinge,1237decc2767759d,"Kennisgeving ontvangst verzoek tot intrekking van omgevingsvergunning Natura 2000-activiteit – Eursinge 4a, 7935 AB Eursinge",2025-06-11,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9463.html,https://zoek.officielebekendmakingen.nl/prb-2025-9463.pdf
FARM0028,zuthemerweg|9||8015 pg|zwolle,Zuthemerweg,9,,8015 PG,Zwolle,124fe37f6327f3b2,"Kennisgeving ontvangst van een verzoek tot het behandelen van een aanvraag voor een beschikking, Zuthemerweg 9 Zwolle",2025-07-17,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-11683.html,https://zoek.officielebekendmakingen.nl/prb-2025-11683.pdf
FARM0030,beumersteeg|10||7451 lm|holten,Beumersteeg,10,,7451 LM,Holten,14caea5ab54e25e7,"Kennisgeving ontvangst van een verzoek tot het behandelen van een aanvraag voor een beschikking, Beumersteeg 10 Holten",2025-07-02,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-10690.html,https://zoek.officielebekendmakingen.nl/prb-2025-10690.pdf
FARM0033,werkhorstlaan|3||8385 gj|vledderveen,Werkhorstlaan,3,,8385 GJ,Vledderveen,15e61e2202d79df9,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Werkhorstlaan 3, 8385 GJ Vledderveen–(gedeeltelijke) intrekking vergunning",2025-09-05,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-14515.html,https://zoek.officielebekendmakingen.nl/prb-2025-14515.pdf
FARM0034,evert hendriksweg|36||9422 tb|smilde,Evert Hendriksweg,36,,9422 TB,Smilde,18beb47dc2398d21,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Evert Hendriksweg 36, 9422 TB Smilde–(gedeeltelijke) intrekking vergunning",2025-10-23,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-17475.html,https://zoek.officielebekendmakingen.nl/prb-2025-17475.pdf
FARM0038,horsterweg|27||5811 aa|castenray,Horsterweg,27,,5811 AA,Castenray,1b24229f188bf1a3,"Aanvraag Omgevingsvergunning intrekken natuurvergunning (LBV/LBV+), Horsterweg 27, 5811 AA Castenray",2024-03-22,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-3925.html,https://zoek.officielebekendmakingen.nl/prb-2024-3925.pdf
FARM0039,crommentuijnstraat|56||5964 nn|meterik,Crommentuijnstraat,56,,5964 NN,Meterik,1bc7bef926fe4414,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Crommentuijnstraat 56, 5964 NN Meterik",2025-08-04,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-12688.html,https://zoek.officielebekendmakingen.nl/prb-2025-12688.pdf
FARM0040,over de beek|1|a|5865 ad|tienray,Over de beek,1,a,5865 AD,Tienray,1d3997abac1e4104,"Aanvraag Omgevingsvergunning intrekken natuurvergunning (LBV/LBV+), Over de beek 1a, 5865 AD Tienray",2024-07-25,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-11270.html,https://zoek.officielebekendmakingen.nl/prb-2024-11270.pdf
FARM0041,van helomaweg|2|a|8351 ht|wapserveen,Van Helomaweg,2,A,8351 HT,Wapserveen,1da8e63979242dd1,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Van Helomaweg 2A, 8351 HT Wapserveen–(gedeeltelijke) intrekking vergunning",2025-07-31,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-12566.html,https://zoek.officielebekendmakingen.nl/prb-2025-12566.pdf
FARM0045,diepsmeerweg|46||9417 te |warmenhuizen,Diepsmeerweg,46,,9417 TE,Warmenhuizen,2786c06ee87ef887,Ontvangst aanvraag omgevingsvergunning Diepsmeerweg 46 te Warmenhuizen (Natura 2000-activiteit),2025-10-21,Noord-Holland,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-17321.html,https://zoek.officielebekendmakingen.nl/prb-2025-17321.pdf
FARM0046,drijberseweg|32||9418 tl|wijster,Drijberseweg,32,,9418 TL,Wijster,ce3205172eb31b71,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Drijberseweg 32, 9418 TL Wijster–(gedeeltelijke) intrekking vergunning",2025-09-25,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-15746.html,https://zoek.officielebekendmakingen.nl/prb-2025-15746.pdf
FARM0048,coolenstraat|27||6005 nx|weert,Coolenstraat,27,,6005 NX,Weert,28edd505de43a01d,"Aanvraag Omgevingsvergunning Natura 2000 activiteit intrekken van de verleende natuurvergunning (LBV/LBV+), Coolenstraat 27, 6005 NX Weert",2025-02-10,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-1908.html,https://zoek.officielebekendmakingen.nl/prb-2025-1908.pdf
FARM0050,waatskamp|27|b|6035 bs|ospel,Waatskamp,27,B,6035 BS,Ospel,2994731e42a19e40,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Waatskamp 27B, 6035 BS Ospel",2025-03-07,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-3581.html,https://zoek.officielebekendmakingen.nl/prb-2025-3581.pdf
FARM0051,bloemerstraat|8||6031 nw|nederweert,Bloemerstraat,8,,6031 NW,Nederweert,29e9a846bb01cc27,"Aanvraag Omgevingsvergunning Natura 2000 activiteit (gedeeltelijk) intrekken van de natuurvergunning (LBV/LBV+), Bloemerstraat 8, 6031 NW Nederweert",2024-12-23,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-19714.html,https://zoek.officielebekendmakingen.nl/prb-2024-19714.pdf
FARM0060,elzenstraat|21||6587 ae|middelaar,Elzenstraat,21,,6587 AE,Middelaar,337f652445c5098e,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Elzenstraat 21, 6587 AE Middelaar",2025-10-29,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-17839.html,https://zoek.officielebekendmakingen.nl/prb-2025-17839.pdf
FARM0061,peelsteeg|1||6031 nn|nederweert,Peelsteeg,1,,6031 NN,Nederweert,3413d8c8debb652a,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken natuurvergunning (LBV/LBV+), Peelsteeg 1, 6031 NN Nederweert",2024-09-19,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-14247.html,https://zoek.officielebekendmakingen.nl/prb-2024-14247.pdf
FARM0064,augustinusweg|29||5853 eb|siebengewald,Augustinusweg,29,,5853 EB,Siebengewald,36f69abd4725944e,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de verleende natuurvergunning (LBV/LBV+), Augustinusweg 29, 5853 EB Siebengewald",2025-01-21,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-846.html,https://zoek.officielebekendmakingen.nl/prb-2025-846.pdf
FARM0065,puttenweg|87||5813 bb|ysselsteyn,Puttenweg,87,,5813 BB,Ysselsteyn,36fa4d9d3634554d,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de verleende natuurvergunning (LBV/LBV+), Puttenweg 87, 5813 BB Ysselsteyn",2024-10-24,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-16194.html,https://zoek.officielebekendmakingen.nl/prb-2024-16194.pdf
FARM0067,bocholterweg|41||6006 tl|weert,Bocholterweg,41,,6006 TL,Weert,3974928c081ce889,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Bocholterweg 41, 6006 TL Weert",2025-10-29,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-17781.html,https://zoek.officielebekendmakingen.nl/prb-2025-17781.pdf
FARM0070,wolddijk|12||7961 nb|ruinerwold,Wolddijk,12,,7961 NB,Ruinerwold,3c7cb7cfe9a189ad,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit –Wolddijk 12, 7961 NB Ruinerwold–(gedeeltelijke) intrekking vergunning",2025-10-17,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-17088.html,https://zoek.officielebekendmakingen.nl/prb-2025-17088.pdf
FARM0071,rozendaal|2||5815 cp|merselo,Rozendaal,2,,5815 CP,Merselo,3cac422206ee8f06,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken natuurvergunning (LBV/LBV+), Rozendaal 2, 5815 CP Merselo",2024-09-09,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-13637.html,https://zoek.officielebekendmakingen.nl/prb-2024-13637.pdf
FARM0074,drie kooienweg|22||5977 nl|evertsoord,Drie Kooienweg,22,,5977 NL,Evertsoord,40064957dcebbfbd,"Aanvraag Omgevingsvergunning Natura 2000 activiteit exploiteren van een paardenhouderij (Lbv/Lbv+ deelnemer), Drie Kooienweg 22, 5977 NL Evertsoord",2025-09-08,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-14628.html,https://zoek.officielebekendmakingen.nl/prb-2025-14628.pdf
FARM0075,neulensteeg|2||6035 pg|ospel,Neulensteeg,2,,6035 PG,Ospel,40397b95d4a7b324,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Neulensteeg 2, 6035 PG Ospel",2025-09-19,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-15414.html,https://zoek.officielebekendmakingen.nl/prb-2025-15414.pdf
FARM0076,gunhoekweg|15||5808 ap|oirlo,Gunhoekweg,15,,5808 AP,Oirlo,40419721789e53f0,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Gunhoekweg 15, 5808 AP Oirlo",2025-09-12,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-14990.html,https://zoek.officielebekendmakingen.nl/prb-2025-14990.pdf
FARM0084,sangeldijk|7||7451 mg|holten,Sangeldijk,7,,7451 MG,Holten,4556b8c06df9c0e8,"Aanvraag voor wijziging op een vergunning voor Lumeij V.O.F., Sangeldijk 7 Holten (LBV regeling) Sangeldijk 7 Holten",2025-09-09,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-14699.html,https://zoek.officielebekendmakingen.nl/prb-2025-14699.pdf
FARM0086,elperstraat|9||9443 tl|schoonloo,Elperstraat,9,,9443 TL,Schoonloo,4699094cbd92ce39,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit - Elperstraat 9, 9443 TL Schoonloo –(gedeeltelijke) intrekking vergunning",2025-07-03,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-10815.html,https://zoek.officielebekendmakingen.nl/prb-2025-10815.pdf
FARM0087,sint lambertusdijk|2||5953 th|reuver,Sint Lambertusdijk,2,,5953 TH,Reuver,47be343d0f237fbc,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Sint Lambertusdijk 2, 5953 TH Reuver",2025-05-16,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-7922.html,https://zoek.officielebekendmakingen.nl/prb-2025-7922.pdf
FARM0089,veulensewaterweg|17||5814 ak|veulen,Veulensewaterweg,17,,5814 AK,Veulen,50244ae6647b3874,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Veulensewaterweg 17, 5814 AK Veulen",2025-06-11,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9433.html,https://zoek.officielebekendmakingen.nl/prb-2025-9433.pdf
FARM0093,holstraat|12||5864 dc|meerlo,Holstraat,12,,5864 DC,Meerlo,53aaaefbdffefb13,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Holstraat 12, 5864 DC Meerlo",2025-04-22,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-6391.html,https://zoek.officielebekendmakingen.nl/prb-2025-6391.pdf
FARM0095,heinsbergerweg|7||6065 nk|montfort,Heinsbergerweg,7,,6065 NK,Montfort,56f3021cabc86d71,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Heinsbergerweg 7, 6065 NK Montfort",2025-04-29,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-6920.html,https://zoek.officielebekendmakingen.nl/prb-2025-6920.pdf
FARM0097,ruinerweg|58||7958 rd|koekange,Ruinerweg,58,,7958 RD,Koekange,575be9fccda7c6ae,Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Ruinerweg 58 in Koekange –(gedeeltelijke) intrekking vergunning,2025-06-20,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-10092.html,https://zoek.officielebekendmakingen.nl/prb-2025-10092.pdf
FARM0098,hunselerdijk|7|a|6037 nk|kelpen-oler,Hunselerdijk,7,a,6037 NK,Kelpen-Oler,584274970a5957ab,"Aanvraag Omgevingsvergunning (gedeeltelijk) intrekken natuurvergunning (LBV/LBV+), Hunselerdijk 7a, 6037 NK Kelpen-Oler",2024-07-08,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2024-10112.html,https://zoek.officielebekendmakingen.nl/prb-2024-10112.pdf
FARM0100,gasselterboerveenschemond|18||9515 pn|gasselternijveenschemond,Gasselterboerveenschemond,18,,9515 PN,Gasselternijveenschemond,59a670af3c796488,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Gasselterboerveenschemond 18, 9515 PN Gasselternijveenschemond –gedeeltelijke intrekking vergunning",2025-06-10,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9306.html,https://zoek.officielebekendmakingen.nl/prb-2025-9306.pdf
FARM0101,eursinge|4||7935 ab|eursinge,Eursinge,4,,7935 AB,Eursinge,5a5fadda12cd7980,Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit - Eursinge 4 Eursinge –(gedeeltelijke) intrekking vergunning,2025-07-23,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-12017.html,https://zoek.officielebekendmakingen.nl/prb-2025-12017.pdf
FARM0106,krienestraat|3||5866 cp|swolgen,Krienestraat,3,,5866 CP,Swolgen,5cd745c2eaf8a2ed,"Aanvraag Omgevingsvergunning Natura 2000 activiteit aanvraag van een natuurvergunning in het kader van de Lbv/Lbv+ regeling, Krienestraat 3, 5866 CP Swolgen",2025-09-17,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-15233.html,https://zoek.officielebekendmakingen.nl/prb-2025-15233.pdf
FARM0107,meerloseweg|18||5808 am|oirlo,Meerloseweg,18,,5808 AM,Oirlo,5d3040f7d9aa1b7d,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Meerloseweg 18 en 20, Oirlo",2025-06-04,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9033.html,https://zoek.officielebekendmakingen.nl/prb-2025-9033.pdf
FARM0107,meerloseweg|20|||oirlo,Meerloseweg,20,,,Oirlo,5d3040f7d9aa1b7d,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Meerloseweg 18 en 20, Oirlo",2025-06-04,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-9033.html,https://zoek.officielebekendmakingen.nl/prb-2025-9033.pdf
FARM0111,hulterweg|1||6456 bx|bingelrade,Hulterweg,1,,6456 BX,Bingelrade,5f10363f914fca81,"Aanvraag Omgevingsvergunning Natura 2000 activiteit gedeeltelijk intrekken van de natuurvergunning (LBV/LBV+), Hulterweg 1, 6456 BX Bingelrade",2025-05-20,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-8132.html,https://zoek.officielebekendmakingen.nl/prb-2025-8132.pdf
FARM0112,timmermannsweg|90||5813 ap|ysselsteyn,Timmermannsweg,90,,5813 AP,Ysselsteyn,600b14621771c5a9,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de LBV/LBV+ regeling, Timmermannsweg 90, 5813 AP Ysselsteyn",2025-07-14,Limburg,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-11431.html,https://zoek.officielebekendmakingen.nl/prb-2025-11431.pdf
FARM0113,heuringsweg|4||7983 kg|wapse,Heuringsweg,4,,7983 KG,Wapse,60284a5194f73dc7,Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Heuringsweg 4 in Wapse –(gedeeltelijke) intrekking vergunning,2025-06-20,Drenthe,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-10082.html,https://zoek.officielebekendmakingen.nl/prb-2025-10082.pdf
FARM0115,hoffmansweg|6|a|7671 sm|vriezenveen,Hoffmansweg,6,a,7671 SM,Vriezenveen,64e19337b8dd244d,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hoffmansweg 6a Vriezenveen",2025-07-30,Overijssel,LBV_correct,Address_correct,receipt_of_application,receipt_of_application,https://zoek.officielebekendmakingen.nl/prb-2025-12508.html,https://zoek.officielebekendmakingen.nl/prb-2025-12508.pdf
